,sme_ban,point_est_date,total_sales,total_points,total_order,version
1273,24668284,2023-06-19 13:28:34,60000,30000,1,NCF+SHAP
1274,83793225,2023-06-14 17:27:18,23400,11700,1,NCF+SHAP
1275,75901360,2023-06-12 17:20:25,0,0,0,NCF+SHAP
1276,87292905,2023-06-14 17:45:55,60000,30000,1,NCF+SHAP
1277,91756737,2023-06-07 09:52:06,60000,30000,1,NCF+SHAP
1278,88367586,2023-06-05 01:22:56,23400,11700,1,NCF+SHAP
1279,90477672,2023-06-01 11:57:14,64800,30000,1,NCF+SHAP
1280,92121059,2023-06-05 17:27:19,48000,24000,2,NCF+SHAP
1281,69458621,2023-06-15 23:22:34,0,0,0,NCF+SHAP
1282,91019470,2023-06-12 12:06:22,23400,11700,1,NCF+SHAP
1283,89037249,2023-06-02 16:12:06,40000,20000,1,NCF+SHAP
1284,42748079,2023-06-08 15:23:04,60000,30000,1,NCF+SHAP
1285,92281077,2023-06-17 11:36:58,60000,30000,1,NCF+SHAP
1286,92506097,2023-06-11 19:24:47,60000,30000,2,NCF+SHAP
1287,50531165,2023-06-01 19:00:59,60000,30000,1,NCF+SHAP
1288,92152263,2023-06-01 10:56:22,0,0,0,NCF+SHAP
1289,72498865,2023-06-08 20:22:50,60000,30000,2,NCF+SHAP
1290,91779112,2023-06-15 18:04:12,23400,11700,1,NCF+SHAP
1291,43839837,2023-06-15 00:32:10,36000,18000,1,NCF+SHAP
1292,83007789,2023-06-11 13:58:40,22800,11400,1,NCF+SHAP
1293,85833927,2023-06-05 19:31:08,63856,30000,2,NCF+SHAP
1294,55957246,2023-06-01 13:12:32,9600,4800,1,NCF+SHAP
1295,83590191,2023-06-01 13:20:05,60000,30000,1,NCF+SHAP
1296,45895355,2023-06-17 14:58:17,0,0,0,NCF+SHAP
1297,88135242,2023-06-09 11:00:21,60000,30000,1,NCF+SHAP
1298,10597181,2023-06-08 12:52:50,60000,30000,2,NCF+SHAP
1299,88717845,2023-06-02 12:08:55,60000,30000,1,NCF+SHAP
1300,47464135,2023-06-16 00:42:11,11088,5544,1,NCF+SHAP
1301,87448702,2023-06-18 19:33:50,60000,30000,1,NCF+SHAP
1302,85877092,2023-06-19 21:58:16,43000,21500,1,NCF+SHAP
1303,83386228,2023-06-09 16:55:04,60000,30000,2,NCF+SHAP
1304,19658125,2023-06-09 11:11:36,60000,30000,2,NCF+SHAP
1305,43642709,2023-06-15 15:16:25,60000,30000,1,NCF+SHAP
1306,50575894,2023-06-12 11:18:59,23856,11928,1,NCF+SHAP
1307,80663769,2023-06-05 17:20:32,0,0,0,NCF+SHAP
1308,54803385,2023-06-06 17:23:01,60000,30000,2,NCF+SHAP
1309,83041978,2023-06-01 10:30:06,7200,3600,1,NCF+SHAP
1310,22410197,2023-06-15 16:33:16,25000,12500,1,NCF+SHAP
1311,91137005,2023-06-11 10:59:43,60000,30000,2,NCF+SHAP
1312,54714341,2023-06-07 12:04:47,15600,7800,1,NCF+SHAP
1313,87599074,2023-06-01 12:56:53,60000,30000,1,NCF+SHAP
1314,10520515,2023-06-14 15:19:32,60000,30000,1,NCF+SHAP
1315,16626536,2023-06-14 12:17:03,60000,30000,1,NCF+SHAP
1316,24379593,2023-06-01 16:27:01,28800,14400,4,NCF+SHAP
1317,91213925,2023-06-12 16:52:43,11700,5850,1,NCF+SHAP
1318,56642081,2023-06-15 17:49:57,0,0,0,NCF+SHAP
1319,90396329,2023-06-16 15:29:04,22800,11400,1,NCF+SHAP
1320,40702267,2023-06-07 20:36:31,0,0,0,NCF+SHAP
1321,11014591,2023-06-02 12:11:57,14400,7200,3,NCF+SHAP
1322,92538871,2023-06-02 21:11:07,23400,11700,1,NCF+SHAP
1323,52677051,2023-06-01 12:14:15,64800,30000,1,NCF+SHAP
